company_name,yellowpages_url,phone,website,address,source,extracted_email,target_city,search_term,art_affinity_score,score_details,art_category
Stephanie Larsen Luxury Interior Design,,,https://www.stephanielarseninteriors.com/,,Google,"stephanie@stephanielarseninteriors.com, 8c4075d5481d476e945486754f783364@sentry.io","Apache Junction, Arizona","Interior Designers in Apache Junction, Arizona",2.0,M:2/T:0,Modern/Abstract
She's Shabby Chic Designs - Interior Designer | Phenix City,,,https://shes-shabby-chic-designs.ueniweb.com/,,Google,shes.shabby.chic.designs@gma.com,"Phenix City, Alabama","Interior Designers in Phenix City, Alabama",1.0,M:1/T:0,Modern/Abstract
Interior Designer | Gilmore Design Co | Lake Mary,,,https://www.gilmoredesignco.com/,,Google,kim@gilmoredesignco.com,"Winter Springs, Florida","Interior Designers in Winter Springs, Florida",1.0,M:1/T:0,Modern/Abstract
Interior Designer and Home Designer in Sierra Madre ...,,,https://thecolorwhisperer.com/,,Google,design@thecolorwhisperer.com,"Monrovia, California","Interior Designers in Monrovia, California",2.0,M:2/T:0,Modern/Abstract
Interior Designers in Colorado,,,https://www.woodleys.com/findadesigner.inc,,Google,designeronline@woodleys.com,"Northglenn, Colorado","Interior Designers in Northglenn, Colorado",1.0,M:1/T:0,Modern/Abstract
Interior Design Rosenberg,,,https://www.designsbyduchess.net/interior-design/rosenberg-tx,,Google,"Yulonda@designsbyduchess.net, 8c4075d5481d476e945486754f783364@sentry.io, info@designsbyduchess.com, yulonda@designsbyduchess.net","Rosenberg, Texas","Interior Designers in Rosenberg, Texas",13.0,M:18/T:5,Modern/Abstract
Palmer Kay Design | Full Service Interior Design Studio ...,,,https://www.palmerkaydesign.com/,,Google,"hello@palmerkaydesign.com, 8c4075d5481d476e945486754f783364@sentry.io","Peachtree City, Georgia","Interior Designers in Peachtree City, Georgia",1.0,M:1/T:0,Modern/Abstract
Richard Read Interiors,,,https://oldtownlaquinta.com/richard-read-interiors/,,Google,"katy@oldtownlaquinta.com, aoms@oldtownlaquinta.com, Info@richardreadinteriors.com","La Quinta, California","Interior Designers in La Quinta, California",1.0,M:1/T:0,Modern/Abstract
Nicole Lashawn Interiors: Interior Decorator | Richmond Virginia,,,https://www.nicolelashawninteriors.com/,,Google,"Nicole.l.interiors@gmail.com, Nicole@nicolelashawninteriors.com, 8c4075d5481d476e945486754f783364@sentry.io","Mechanicsville, Virginia","Interior Designers in Mechanicsville, Virginia",2.0,M:2/T:0,Modern/Abstract
Design Center – BILTRITE - Greenfield - Metro Milwaukee ...,,,https://www.biltritefurniture.com/design-center/,,Google,kristin@biltritefurniture.com,"Greenfield, Wisconsin","Interior Designers in Greenfield, Wisconsin",1.0,M:1/T:0,Modern/Abstract
"Interiors On Madison | Little Chute, WI | Full Service Interior ...",,,https://www.interiorsonmadison.com/,,Google,contact@carolsmits.design,"Greenfield, Wisconsin","Interior Designers in Greenfield, Wisconsin",1.0,M:2/T:1,Modern/Abstract
Welcome to Design 2 Construct,,,https://www.design2construct.com/interior-design/,,Google,info@design2construct.com,"Greenfield, Wisconsin","Interior Designers in Greenfield, Wisconsin",1.0,M:2/T:1,Modern/Abstract
Swatch Interiors | Northwest Indiana Interior Design,,,https://swatchinteriors.com/,,Google,"hello@swatchinteriorconcepts.com, hello@swatchinteriors.com","Portage, Indiana","Interior Designers in Portage, Indiana",1.0,M:1/T:0,Modern/Abstract
Luxury Interior Designer Martinez - Kloud B Studio,,,https://kloudb.com/locations/martinez/,,Google,kloudbstudio@gmail.com,"Martinez, California","Interior Designers in Martinez, California",4.0,M:4/T:0,Modern/Abstract
Home — Lauren's Interiors,,,https://www.laurensinteriors.com/home,,Google,"laurensinteriors.info@gmail.com, user@domain.com","Martinez, California","Interior Designers in Martinez, California",12.0,M:12/T:0,Modern/Abstract
Interior Design Category,,,https://business.uvhba.com/list/category/interior-design-1131,,Google,amber@uvhba.com,"Saratoga Springs, Utah","Interior Designers in Saratoga Springs, Utah",2.0,M:2/T:0,Modern/Abstract
Barbara Brickell Designs | Florida Interior Designer,,,https://www.barbarabrickelldesigns.com/,,Google,designbybb@gmail.com,"Kendall West, Florida","Interior Designers in Kendall West, Florida",1.0,M:1/T:0,Modern/Abstract
"THE UP STUDIO | Architecture, Interior, and Brand Design",,,https://www.theupstudio.com/,,Google,Email@Address.com,"Elmont, New York","Interior Designers in Elmont, New York",4.0,M:7/T:3,Modern/Abstract
"French & French Interiors | Santa Fe, New Mexico Interior ...",,,https://www.frenchandfrenchinteriors.com/,,Google,"hello@frenchandfrenchinteriors.com, user@domain.com","South Valley, New Mexico","Interior Designers in South Valley, New Mexico",2.0,M:2/T:0,Modern/Abstract
Anne Rosa Interior Design,,,https://www.arinterior.design/,,Google,"anne@arinterior.design, user@domain.com","Beloit, Wisconsin","Interior Designers in Beloit, Wisconsin",2.0,M:2/T:0,Modern/Abstract
Merissa Hill Home,,,https://merissahillhome.com/,,Google,mh@merissahillhome.com,"DeLand, Florida","Interior Designers in DeLand, Florida",4.0,M:5/T:1,Modern/Abstract
About — Princeton Design guild,,,https://www.pdguild.com/about,,Google,"info@pdguild.com, user@domain.com","Princeton, Florida","Interior Designers in Princeton, Florida",1.0,M:1/T:0,Modern/Abstract
Kelly Marie Interior Design,,,https://www.kellymarieinteriordesign.com/,,Google,"kelly@kellymarieinteriordesign.com, user@domain.com","Princeton, Florida","Interior Designers in Princeton, Florida",4.0,M:4/T:0,Modern/Abstract
Brandstrom Interiors,,,https://www.brandstrominteriors.com/,,Google,"info@brandstrominteriors.com, user@domain.com","Central Islip, New York","Interior Designers in Central Islip, New York",4.0,M:4/T:0,Modern/Abstract
Interior Remodeling Designer in Georgetown KY,,,https://jrcsi.com/interior-remodeling-designer-in-georgetown-ky/,,Google,info@jrcsi.com,"Georgetown, Kentucky","Interior Designers in Georgetown, Kentucky",6.0,M:7/T:1,Modern/Abstract
"Interior Design Consultations - Commack, NY",,,https://www.sandsinteriorsinc.com/more-products-services/services/interior-design-consultations,,Google,"chris@sandsinteriorsinc.com, hangmaan2000@aol.com, emilyann467@gmail.com","Commack, New York","Interior Designers in Commack, New York",1.0,M:1/T:0,Modern/Abstract
Swatch Interiors | Northwest Indiana Interior Design,,,https://swatchinteriors.com/,,Google,"hello@swatchinteriors.com, hello@swatchinteriorconcepts.com","Merrillville, Indiana","Interior Designers in Merrillville, Indiana",1.0,M:1/T:0,Modern/Abstract
Discover the Best Home Interior Design Services in Northwest ...,,,https://www.saltedhue.com/,,Google,"rachel@saltedhue.com, 8c4075d5481d476e945486754f783364@sentry.io, info@mysite.com","Merrillville, Indiana","Interior Designers in Merrillville, Indiana",1.0,M:1/T:0,Modern/Abstract
Interior Design Consultations,,,https://www.perfectfitwindowfashions.com/more-products-services/services/interior-design-consultations,,Google,"kathie@pfwf.biz, brian@pfwf.biz, kathie1@perfectfitwindowfashions.com, kathie@perfectfitwindowfashions.com","Estero, Florida","Interior Designers in Estero, Florida",1.0,M:1/T:0,Modern/Abstract
The 10 Most Famous Interior Designers of our Time - Laskasas,,,https://www.laskasas.com/en/the-10-most-famous-interior-designers-of-our-time_417.html?idb=242,,Google,"shop@laskasas.com, export.mkt@laskasas.com, anabranco@laskasas.group, ruipita@laskasas.com, soniasoares@laskasas.com, tiagosantos@laskasas.group, tomasmota@laskasas.group, diogoribeiro@laskasas.group, anabelaabreu@laskasas.group","Egypt Lake-Leto, Florida","Interior Designers in Egypt Lake-Leto, Florida",7.0,M:12/T:5,Modern/Abstract
Honors Interiors,,,https://honorsinteriorsllc.com/,,Google,"Info@HonorsInteriors.com, user@domain.com","Egypt Lake-Leto, Florida","Interior Designers in Egypt Lake-Leto, Florida",2.0,M:2/T:0,Modern/Abstract
Captiva Design: Interior Decorating • Home Staging,,,https://www.captivahomedesign.com/,,Google,"baking@captivahomedesign.com, bking@captivahomedesign.com, user@domain.com","Buenaventura Lakes, Florida","Interior Designers in Buenaventura Lakes, Florida",20.0,M:20/T:0,Modern/Abstract
Always Home Custom Designs LLC | New Build and Remodel ...,,,https://ahcdfirm.com/,,Google,"katie@ahcdfirm.com, nikhil.sachdeva0401@gmail.com","Richmond, Indiana","Interior Designers in Richmond, Indiana",2.0,M:2/T:0,Modern/Abstract
"West Hollywood, CA Interior Designer",,,https://manuellamoreira.com/project/west-hollywood-ca-interior-design/,,Google,info@manuellamoreira.com,"West Hollywood, California","Interior Designers in West Hollywood, California",1.0,M:1/T:0,Modern/Abstract
Lorena Pulichino Design - Contemporary Interior Design,,,https://lorenapulichinodesign.com/,,Google,info@lorenapulichinodesign.com,"Manhattan Beach, California","Interior Designers in Manhattan Beach, California",2.0,M:2/T:0,Modern/Abstract
HOME | AnnArthurHomes Design + Home Staging,,,https://www.annarthurhomes.com/,,Google,"hello@annarthurhomes.com, 8c4075d5481d476e945486754f783364@sentry.io","Copperas Cove, Texas","Interior Designers in Copperas Cove, Texas",1.0,M:1/T:0,Modern/Abstract
B. Johnson Interiors | Interior Design Firm in Torrington,,,https://bjohnsoninteriors.com/,,Google,"bjohnsoninteriors@gmail.com, brenda@bjohnsoninteriors.com","Torrington, Connecticut","Interior Designers in Torrington, Connecticut",1.0,M:1/T:0,Modern/Abstract
Studio Sweet-Schuler: Interior Design St. Louis MO,,,https://www.studiosweetschuler.com/,,Google,lauren@studiosweetschuler.com,"Oakville, Missouri","Interior Designers in Oakville, Missouri",2.0,M:3/T:1,Modern/Abstract
Kalissa Wilson Interiors: Livable Luxury Design For Your Home,,,https://www.kwilsoninteriors.com/,,Google,"info@kwilsoninteriors.com, example@mysite.com, 8c4075d5481d476e945486754f783364@sentry.io","Oakville, Missouri","Interior Designers in Oakville, Missouri",3.0,M:3/T:0,Modern/Abstract
Reflections Interiors and Design,,,https://reflectionsoc.com/about.html,,Google,info@reflectionsoc.com,"San Juan Capistrano, California","Interior Designers in San Juan Capistrano, California",1.0,M:2/T:1,Modern/Abstract
EDA: Architects and Interior Designers Pioneering Regional ...,,,https://edaarch.com/,,Google,info@edaarch.com,"Midvale, Utah","Interior Designers in Midvale, Utah",3.0,M:3/T:0,Modern/Abstract
New Creation Interiors | Interior Designer in Brunswick,,,https://newcreationinteriors.net/,,Google,support@newcreationinteriors.org,"Brunswick, Ohio","Interior Designers in Brunswick, Ohio",1.0,M:1/T:0,Modern/Abstract
Just Kelley Design: HOMEPAGE 1,,,https://www.justkelleydesign.com/,,Google,"pembe@mail.com, kelley@justkelleydesign.com","Salisbury, North Carolina","Interior Designers in Salisbury, North Carolina",2.0,M:2/T:0,Modern/Abstract
Slocum Hall Design Group: Architectural Design - Watertown ...,,,https://www.slocumhalldesign.com/,,Google,contact@slocumhalldesign.com,"Watertown Town, Massachusetts","Interior Designers in Watertown Town, Massachusetts",2.0,M:5/T:3,Modern/Abstract
Interior Design Consultations,,,https://www.etiscustominteriors.com/more-products-services/services/interior-design-consultations,,Google,etiwiley@gmail.com,"Owings Mills, Maryland","Interior Designers in Owings Mills, Maryland",1.0,M:1/T:0,Modern/Abstract
Stojakovic design: Home,,,https://stojakovicdesign.com/,,Google,info@stojakovicdesign.com,"Northbrook, Illinois","Interior Designers in Northbrook, Illinois",5.0,M:5/T:0,Modern/Abstract
"Interior Design | Northbrook, IL",,,https://rktectsllc.com/interior-design,,Google,robertk@rktect2.com,"Northbrook, Illinois","Interior Designers in Northbrook, Illinois",1.0,M:1/T:0,Modern/Abstract
R&D Design Studio | Interior Design Solutions,,,https://www.rd-designgroup.com/,,Google,"info@architect-rd.com, 8c4075d5481d476e945486754f783364@sentry.io","Fair Lawn, New Jersey","Interior Designers in Fair Lawn, New Jersey",1.0,M:1/T:0,Modern/Abstract
Shalmai Interiors | Interior Designer Indiana,,,https://www.shalmaihome.com/,,Google,"Studio@Shalmaidesigns.com, 8c4075d5481d476e945486754f783364@sentry.io","Goshen, Indiana","Interior Designers in Goshen, Indiana",3.0,M:3/T:0,Modern/Abstract
The Vibe Interiors,,,https://thevibeinteriors.net/,,Google,thevibeinteriors@gmail.com,"Benton, Arkansas","Interior Designers in Benton, Arkansas",1.0,M:1/T:0,Modern/Abstract
"Professional Home Interior Remodeling | Spanaway, WA",,,https://dainteriorsolutions.com/,,Google,da.interiorsolutions@gmail.com,"Spanaway, Washington","Interior Designers in Spanaway, Washington",4.0,M:4/T:0,Modern/Abstract
Jessica Nelson Design,,,https://jessicanelsondesign.com/,,Google,"hello@jessicanelsondesign.com, user@domain.com, sarah@albaworkspr.com","Spanaway, Washington","Interior Designers in Spanaway, Washington",1.0,M:2/T:1,Modern/Abstract
Monarch Interiors: Interior Design in Kentucky,,,https://monarchinteriorsky.com/,,Google,"jules@monarchinteriorsky.com, sinatra@outlook.com","Richmond, Kentucky","Interior Designers in Richmond, Kentucky",2.0,M:3/T:1,Modern/Abstract
"Cole's Interiors - Concord, CA",,,https://www.colesinteriors.com/,,Google,"April@colesinteriors.com, marianne@colesinteriors.com, Ameera@colesinteriors.com, Pam@colesinteriors.com, Missy@colesinteriors.com, Zack@colesinteriors.com, Marianne@colesinteriors.com, Allie@colesinteriors.com, you@example.com","Pleasant Hill, California","Interior Designers in Pleasant Hill, California",1.0,M:1/T:0,Modern/Abstract
Lola Interiors: Amelia Island Interior Designer,,,https://lolainteriors.com/,,Google,"hello@lolainteriors.com, info@lolainteriors.com, hello@youremail.com","Fruit Cove, Florida","Interior Designers in Fruit Cove, Florida",1.0,M:1/T:0,Modern/Abstract
Transform Your Space with robynstudios | Residential ...,,,https://www.robynstudios.com/,,Google,"orders@robynstudios.shop, 8c4075d5481d476e945486754f783364@sentry.io","Douglasville, Georgia","Interior Designers in Douglasville, Georgia",2.0,M:2/T:0,Modern/Abstract
About - Elements Interiors,,,https://www.elementsinteriorsmt.com/about,,Google,"Eleana@ElementsInteriorsMT.com, user@domain.com","Butte, Montana","Interior Designers in Butte, Montana",5.0,M:5/T:0,Modern/Abstract
"Birdsong—designing and building unique, custom homes",,,https://birdsongdesigngroup.com/,,Google,"rebecca@birdsongdesigngroup.com, %20greetings@birdsongdesigngroup.com, greetings@birdsongdesigngroup.com","Lufkin, Texas","Interior Designers in Lufkin, Texas",2.0,M:2/T:0,Modern/Abstract
Full-Service Interior Design | Utah Interior Designers | SFD,,,"https://www.sanfrandesign.com/full-service-interior-design/#:~:text=On%20average%2C%20interior%20designers%20charge,including%20the%20price%20of%20furniture.",,Google,info@sanfrandesign.com,"Cedar City, Utah","Interior Designers in Cedar City, Utah",26.0,M:33/T:7,Modern/Abstract
House West Design,,,https://www.housewestdesign.com/,,Google,"info@housewestdesign.com, INFO@housewestdesign.com, email@email.com","Cedar City, Utah","Interior Designers in Cedar City, Utah",10.0,M:10/T:0,Modern/Abstract
HaylieRead Design | Home,,,https://www.haylieread.com/,,Google,connect@haylieread.com,"Woodridge, Illinois","Interior Designers in Woodridge, Illinois",1.0,M:1/T:0,Modern/Abstract
Time & Place Interiors - New York Interior Designer,,,https://timeandplaceinteriors.com/,,Google,"hello@timeandplaceinteriors.com, user@domain.com","New City, New York","Interior Designers in New City, New York",1.0,M:4/T:3,Modern/Abstract
"Ducy Design - Interior Designers in Cleveland, Ohio",,,https://www.ducydesign.com/,,Google,"kristen@ducydesign.com, info@ducydesign.com, user@domain.com","Westlake, Ohio","Interior Designers in Westlake, Ohio",1.0,M:1/T:0,Modern/Abstract
Park Place Interiors,,,https://parkplaceinteriors.net/,,Google,p.kolar50@gmail.com,"Westlake, Ohio","Interior Designers in Westlake, Ohio",1.0,M:4/T:3,Modern/Abstract
Terri Pentz,,,https://pullmanwest.com/collections/team-bio/terri-pentz/,,Google,info@pullmanwest.com,"Merritt Island, Florida","Interior Designers in Merritt Island, Florida",1.0,M:2/T:1,Modern/Abstract
MG Interiors: Brevard County Interior Design Studio,,,https://mgerrityinteriors.com/,,Google,"alison@mgerrityinteriors.com, kristi@mgerrityinteriors.com, kate@mgerrityinteriors.com, melissa@mgerrityinteriors.com, tiffiny@mgerrityinteriors.com, hilary@mgerrityinteriors.com, katee@mgerrityinteriors.com, kelly@mgerrityinteriors.com, niki@mgerrityinteriors.com, karina@mgerrityinteriors.com, jennifer@siremarketing.com, maureen@siremarketing.com, jayme@mgerrityinteriors.com, tanner@siremarketing.com, drew@mgerrityinteriors.com, erin@mgerrityinteriors.com, amber@mgerrityinteriors.com","Merritt Island, Florida","Interior Designers in Merritt Island, Florida",1.0,M:3/T:2,Modern/Abstract
Home Decorators Unlimited - Luxury Interior Design Services,,,https://decoratorsunlimited.com/,,Google,"jason@decoratorsunlimited.com, jlynn@decoratorsunlimited.com, shop@decoratorsunlimited.com","Golden Glades, Florida","Interior Designers in Golden Glades, Florida",3.0,M:4/T:1,Modern/Abstract
BHMwesternlifestyleanddesign | Interior Designer | Midlothian ...,,,https://www.bhmwesternlifestyleanddesign.com/,,Google,"bhmlifestyledesign@gmail.com, 8c4075d5481d476e945486754f783364@sentry.io","Midlothian, Texas","Interior Designers in Midlothian, Texas",1.0,M:2/T:1,Modern/Abstract
